title,description,brand,price,currency
4 in. x 8 in. x 14 ft. 3-Sided (U-Beam) Knotty Pine Natural Ash Faux Wood Ceiling Beam,"Our faux wood beams capture the rustic nature of authentic timber at a fraction of the cost and installation time. These hand-painted, lightweight high-density polyurethane beams are simple to install over a wood block securely attached to a ceiling, wall or doorway. Our hand-crafted beams offer a green alternative to hard-to-find real timber, with unmatched authentic wood look. Our beams boast deep, detailed wood textures molded from real wood and our custom finishes offer limitless possibilities, enabling you to choose just the right color and texture for your home. Enjoy high-end style, at an affordable cost.",Ekena Millwork,670.35,USD
7/16 in.-18 Carbon Steel Hex Re-Threading Die,Drill America Hex Dies are for rethreading over brusied or rusty threads. They are the most cost effective type of rethreading tool available. No special holder is required for this type of die.,Drill America,26.15,USD
Cosabella 6 in. 1-Light Polished Nickel Wall Sconce with Satin Etched Cased Opal Glass,"The Cosabella collection is luxurious, soft and sophisticated. The collection's cin.ed stem is reminiscent of a classic Mid-Century era silhouette and the Satin Etched Case Opal creates a calm and gentle glow. Influenced by the Danish clean and minimal approach, delicate curves and basic finishes make Cosabella the crown jewel of your stunning space. The Cosabella 6 in. 1-light wall sconce embodies Mid-Century modern minimalism. The Satin Etched Case Opal shade softens the light to a luxurious glow, as it hangs from a Polished Nickel cin.ed stem. The shade and wall plate curve delicately. Make your home an oasis of calm and enjoy.",KICHLER,134.99,USD
Men's Ground Force Waterproof Wellington Work Boots - Composite Toe - Brown Size 12(M),"Carhartt Footwear brings new life to an old concept; quality work footwear. We build footwear using the highest standards of design, componentry and construction to insure that the Carhartt product you are wearing stands up to the job you are doing. Premium materials throughout and attention to detail in the manufacturing process produce unmatched features and benefits. Proprietary outsoles and insoles are engineered to work together to provide optimal performance. Upper materials, like premium leather and synthetic fabrics, deliver long lasting durability. Multilayer shock absorbing and cushioning layers are used to enhance the fit and comfort of our boots and advanced foot beds work with your body to improve how the footwear performs. Our work footwear meets applicable industry safety standards. Since 1889, Carhartt has manufactured premium workwear known for exceptional durability, comfort and quality that you can feel in the materials and see in the performance. Just as our founder, Hamilton Carhartt, began four generations ago, Carhartt will continue to manufacture the most rugged and durable clothing and footwear for generations to come. Carhartt is proud to serve a variety of workers in many industries including construction and manufacturing along with farmers, ranchers, and outdoor enthusiasts.",Carhartt,169.99,USD
3/16 in. Wire Rope Thimble in Zinc-Plated (10-Pack),"Thimbles provide a means for connecting rope to attachments, it creates a loop at wire rope ends. Zinc-plated standard duty thimbles are good for the light duty rigging applications. Ideally suited for indoor or low-corrosive environments.",Hardware Essentials,10.14,USD
Originals 4 in. Medium Standard Gel Memory Foam California King Mattress Topper,"A sleep upgrade you'll flip for. Thoughtful convoluted topper design promotes restorative relief plus versatile flipping options. The convoluted design means it has built-in peak-and-valley airflow channels that help promote airflow, plus cradles you gently (think: the same way an egg sits comfortably supported in an egg carton.) Designed with your greatest comfort in mind, this 4 in. topper is constructed of premium memory foam that conforms to your unique shape for the ultimate comfort and support a thicker topper option for even more cushioning. Plus, topper comes conveniently compressed. So you can decompress in minutes. Pair your topper with the Comfort Revolution Mattress Topper Cover (sold separately) to help hold your topper firmly in place. The soft-to-the-touch, polyester microfiber stretch knit cover provides a soft feel, plus serves as a protective layer to help prevent against general wear and tear. This quality cover is designed for easy care simply remove, machine wash and rest easy. Accommodates sleep surfaces up to 21 in. Convenience and comfort, fully covered.",Comfort Revolution,222.29,USD
Class 3 Trailer Hitch for Mitsubishi Endeavor,"The CURT Class 3 trailer hitch is the most common type of trailer hitch installed on full-size pickup trucks and SUVs. It is also popular on crossovers and mid-size trucks. That is because the Class 3-packs the punch of a heavyweight hitch while still staying light on its feet. CURT Class 3 hitches range in gross trailer weight capacity from 3,500 lbs. to an impressive 8,000 lbs. and offer a comparable tongue weight capacity ranging from 350 lbs. to 800 lbs. These hitches are engineered to be strong and capable, having a quality steel frame in round tube or square tube form. Class 3 trailer hitches are able to tow most standard size trailers. This type of hitch uses a 2 in. x 2 in. receiver tube opening to accept a ball mount or towing accessory with an equivalent shank. One special feature about the Class 3 that is not found in Classes 1 or 2 is its compatibility with a weight distribution hitch. When used in combination with a WD hitch, the Class 3 hitches gross trailer weight capacity increases to 12,000 lbs. and the tongue weight capacity to 1,200 lbs. CURT Class 3 hitches are put through strenuous testing before they are deemed ready for market. They also come with 2 coatings a liquid Aquence coating and a powder coat in high-gloss black that cure together to form a strong resistance against rust, scratching, UV damage and other wear. Our hitches are our pride, and as such, we back them up with a limited lifetime warranty and a 1-year finish warranty.",CURT,185.49,USD
Electrical Charcoal Starter,"This tried-and-true electric charcoal starter from Universal Parts has been firing up grills for decades. Just stack coals over it, plug it in and youll have scorching heat ready for cooking in minutes. For those committed to stoking a charcoal grill without lighter fluid compromising the flavor of a meal, this instrument is a must-have for your outdoor cooking arsenal.",Unbranded,14.98,USD
Montreal Shag Gray/Ivory 7 ft. x 7 ft. Diamonds Geometric Round Area Rug,"Traditional designs in calming color tones marvelously highlight the Montreal Shag Collection by Safavieh. Power-loomed of thick and supple yarns, this soft shag displays a vivid ivory lattice pattern on a deep blue pile for a vibrant finish to room furnishings. A fashion-right look to perfectly balance contemporary and transitional interiors.",SAFAVIEH,142.56,USD
Revel Blue Ivory 8 ft. x 10 ft. Floral Traditional Area Rug,"Imagine everything you love about traditional Persian rugs, transformed for the modern lifestyle. That is the special beauty of our Revel area rug collection. These lush and lovely rugs present the glory of intricate ""Persian Garden"" floral designs, in rich, saturated colors with the benefit of easy-clean and low-shed fibers. Machine made of 100% polypropylene with a clean serged edge, each Revel Collection area rug delights the hand with thick, soft, low pile. Choose from a selection of traditional designs featuring stylized flowers, palmettes, medallions and classic ornate borders. Transform any room into a palace, whether your style is traditional, French country, modern farmhouse or eclectic.",Nourison,525,USD
7.6 Cup Stainless Steel Cordless Electric Kettle with LED Base,"MegaChef's 1.8L Cordless Glass and Stainless Steel Electric Tea Kettle with Tea Infuser lets you make all your favorite hot beverages and more. This kettle has a sleek glass design with a stainless steel finish that looks great in any kitchen. See when the water is boiling with the clear glass construction. Heat up water worry free with the auto shut off feature. This Kettle is your one stop tea maker. With the infuser, all you have to do is put your favorite tea leaves in the infuser for it to brew. Clean up is a breeze with the removable and washable filter, and worry less about messes with the drip-free spout.",MegaChef,26.67,USD
